participante,ImageName,score,saliency_coverage,stationary_entropy,gaze_points_count
11,42,6.0,7.016666666666667,16.184850831856828,450
11,43,5.0,7.732708333333334,16.392008321070566,442
11,46,5.0,9.018125000000001,16.581601021004097,444
11,48,4.0,4.302083333333333,15.815135521869463,451
11,52,9.0,7.988125,16.384156883692498,450
11,54,3.0,6.816666666666666,16.129225374576045,427
11,55,3.0,7.889583333333333,16.279501913015878,450
11,56,5.0,15.731458333333334,16.911597180113763,451
11,59,7.0,6.733124999999999,16.25238728186954,436
11,65,4.0,6.12625,16.11149065329442,450
11,73,6.0,11.091875,16.854876051929867,451
11,75,4.0,12.29125,17.157937950295658,450
11,84,4.0,13.095625,16.864294194272468,443
11,85,6.0,9.01875,16.60767213006717,435
11,86,4.0,5.482708333333333,16.395790203140997,450
11,92,9.0,8.370208333333332,16.680292442283935,421
11,94,6.0,4.064166666666667,16.717733478397673,413
11,95,6.0,13.271875,16.935889974805473,407
11,99,5.0,1.3724999999999998,16.32084337437352,450
11,104,7.0,14.741041666666666,17.12395425491747,437
11,109,2.0,9.609375,16.81623777571155,357
11,113,9.0,11.312916666666666,16.75203681988989,450
11,114,3.0,10.730416666666667,16.681212380869496,450
11,120,9.0,8.63125,16.96767202729469,451
11,121,4.0,5.913125,16.046696794633228,451
